WKT,nama,deskripsi
"POLYGON ((106.8288752 -6.1715036, 106.8232962 -6.1714822, 106.8230816 -6.1799942, 106.8237039 -6.1804208, 106.831021 -6.1801222, 106.8310424 -6.1794395, 106.8304202 -6.1788208, 106.8306347 -6.1785008, 106.8299696 -6.1777115, 106.829991 -6.1740422, 106.8297979 -6.1734449, 106.8293044 -6.1732102, 106.8291112 -6.1728262, 106.8293044 -6.1718449, 106.8288752 -6.1715036))",Taman Monas,
