WKT,nama,deskripsi
"POLYGON ((106.8060994 -6.212804, 106.7983532 -6.2145958, 106.7982244 -6.2153638, 106.7983532 -6.2205473, 106.8032884 -6.2226591, 106.8049192 -6.2246642, 106.8084383 -6.2221471, 106.8082666 -6.215961, 106.8082627 -6.2157478, 106.8061813 -6.2157478, 106.806192 -6.2145639, 106.8060994 -6.212804))",Gelora Bung Karno,
