WKT,nama,deskripsi
"POLYGON ((106.8270255 -6.3086599, 106.8245793 -6.308404, 106.8246222 -6.3063139, 106.8229914 -6.3063779, 106.8225408 -6.3066551, 106.8205238 -6.3065485, 106.8205667 -6.3058233, 106.8192363 -6.3057807, 106.8190003 -6.3053968, 106.8162752 -6.3050342, 106.8162108 -6.3055248, 106.8169404 -6.3069964, 106.8165541 -6.3079348, 106.8158675 -6.3079988, 106.8158031 -6.3101955, 106.8162537 -6.3107074, 106.816876 -6.3105794, 106.8176914 -6.3103235, 106.8176056 -6.3118378, 106.8176056 -6.3145464, 106.8177226 -6.3147397, 106.8171648 -6.3151236, 106.8164781 -6.3151449, 106.8164352 -6.3160727, 106.8175939 -6.3163073, 106.817905 -6.3161046, 106.8182805 -6.3163606, 106.8188277 -6.3165312, 106.8191174 -6.3167658, 106.8191603 -6.3171604, 106.8204478 -6.3173523, 106.8206838 -6.3174483, 106.8217781 -6.3174589, 106.8235913 -6.317331, 106.8237308 -6.3174803, 106.8237737 -6.3177042, 106.8247715 -6.3178002, 106.8250934 -6.3161046, 106.825454 -6.3136031, 106.8257531 -6.3113289, 106.8258819 -6.311233, 106.8260535 -6.311201, 106.8264934 -6.3114356, 106.8266329 -6.3111476, 106.8268689 -6.3102199, 106.8269547 -6.309772, 106.8270255 -6.3086599))",Kebun Binatang Ragunan,
